,0,1
0,6006,59935704113.36853
1,12006,24789643888.985977
2,18006,20937531460.496185
3,24006,12505220371.891863
4,30006,4403474326.896751
5,36006,3081994047.622308
6,42006,2032093282.1225948
7,48006,1853294852.262497
8,54006,1065990475.5651754
9,60006,542585941.9380766
10,66006,528596778.3300752
11,66126,361970979.2807138
12,66246,312094310.066584
13,66366,280078597.64519596
14,66606,221999844.80678403
15,66846,175298524.28975108
16,66966,163232718.92305472
17,70686,36034432.72106171
18,73086,25451452.76020521
19,75486,24006988.23916887
20,77886,16979542.451941136
21,80286,16701498.237334255
22,82686,13865421.796317011
23,85086,12064673.427362155
24,87486,9330076.178321796
25,89886,7851163.932699064
26,92286,7054048.39527079
27,94686,6210415.776633145
28,106638,1381117.931094242
29,112638,1331480.8278156829
30,118638,824869.9616666796
31,124638,665093.2649386004
32,130638,476200.79352311953
33,136638,444731.09876145725
34,142638,354898.9061221995
35,148638,265486.26752530015
36,154638,245997.67287296595
37,160638,180246.6195859115
38,166638,128561.08919954313
39,169710,55758.74151534834
40,172110,54175.797787182724
41,174510,45448.09386191668
42,176910,40253.555228328
43,179310,36385.334464533444
44,181710,31141.147787303682
45,184110,26468.759730342448
46,188910,24388.583366777242
47,205470,4553.862641784683
48,211470,3336.7719610767745
49,217470,2644.623590379171
50,223470,2197.1545433975007
51,229470,1632.234654258196
52,235470,1370.4273579768458
53,241470,1056.1514068376337
54,247470,855.2674341108304
55,253470,851.1327846314969
56,259470,674.9909434137161
57,265470,587.9501439290874
58,291534,83.45203934521984
59,297534,78.1657906616769
60,303534,73.48815331251457
61,309534,68.85324027725649
62,315534,68.62488208968107
63,321534,64.53352975119809
64,327534,63.508539447745946
65,333534,61.320907474056234
66,339534,57.8360391030114
67,345534,54.76559287931355
68,351534,54.69911104810371
69,367566,46.389235688433146
70,369966,45.627212929790076
71,372366,45.572202580133265
72,374766,45.460512573298985
73,377166,45.44621560121335
74,379566,45.365755085857614
75,421566,43.1791331648429
76,427566,43.13492903298415
77,433566,43.110440597910014
78,439566,43.10949645104815
79,445566,43.0749585377316
80,451566,43.06343065230183
81,457566,43.054510433670885
82,463566,43.05417495719718
83,469566,43.05390554237379
84,475566,43.04960046665109
85,481566,43.04481978581235
