,0,1
0,54,421844085723.6633
1,6726,6442251284.557328
2,12726,4459798523.280116
3,18726,2769616272.354493
4,24726,2317303520.558521
5,30726,1495687345.3222282
6,36726,936430956.7404759
7,42726,825108281.1348181
8,48726,451720784.1547749
9,54726,281755254.1575429
10,60726,257142096.51179856
11,66726,200907442.83397835
12,69126,163837731.83507434
13,71526,135187375.0084363
14,73926,133673923.10314627
15,76326,97362073.87132986
16,78726,86684054.05786155
17,81126,45246463.413754396
18,83526,40069584.77843289
19,85926,34383441.38582629
20,88326,24354841.516374927
21,90726,20644325.156710394
22,93126,17223411.008422118
23,96150,3661587.86277711
24,97350,3272675.555983445
25,98550,2992816.1855668346
26,99750,2607168.3913958664
27,106950,1375049.6409794642
28,116550,675912.4845097448
29,118950,607655.6343669168
30,121350,502186.58064148814
31,123750,462393.25156010006
32,126150,402862.9731620559
33,128550,391472.4420314421
34,130950,345753.9872378436
35,133350,329663.53979778045
36,135750,265084.96104852064
37,177270,11274.273730949537
38,183270,6983.354812965783
39,189270,6707.361970634806
40,195270,5446.03067221695
41,201270,4461.345021891103
42,207270,3550.573276480411
43,213270,2840.8816964220855
44,219270,2532.2743492257664
45,225270,2153.8177604704724
46,231270,1630.6063579511062
47,237270,1338.3637772123661
48,256422,130.04381578550965
49,262422,113.56250504939005
50,268422,110.56031007637965
51,274422,101.51876267037896
52,280422,94.24212682405818
53,286422,88.00618221393592
54,292422,85.53043211207907
55,298422,80.96683572030877
56,304422,77.76240907525255
57,310422,73.99000706901178
58,316422,71.88904990599131
59,346854,46.398121148243014
60,377046,44.041971239053964
61,383046,43.98590090542724
62,389046,43.885601498077435
63,395046,43.88110351003865
64,401046,43.75670305044902
65,407046,43.702490391550505
66,413046,43.473336596172615
67,419046,43.37378545017844
68,425046,43.37153853482619
69,431046,43.238399235072514
70,437046,43.23647782068184
71,449286,43.0508461421603
72,455286,43.046997642579726
73,461286,43.045072061863415
74,467286,43.043028590370156
75,473286,43.04169149823524
76,479286,43.03095804056084
