,0,1
0,4004,6472378185214.213
1,8004,3265926965934.1855
2,12004,1664629802601.678
3,16004,1399714272971.8281
4,20004,1318185741431.3628
5,24004,1173205507353.4895
6,28004,976135812528.5032
7,32004,839426968428.1465
8,36004,728739213361.401
9,40004,680738982658.6409
10,44004,601775304439.4686
11,48004,555071984471.6514
12,52004,508517085777.03815
13,56004,473890510310.407
14,60004,452544309896.0025
15,64004,445295263792.57465
16,68004,432884261699.4251
17,72004,421592096363.38293
18,76004,409281031547.39105
19,80004,399162409849.5597
20,84004,393161864967.61316
21,88004,385565568128.1148
22,92004,377711011448.1956
23,96004,374484083214.1463
24,100004,365334269613.6323
25,104004,353254324405.351
26,108004,345722352495.227
27,112004,340849649770.47424
28,116004,339252854326.1995
29,120004,333623596093.0102
30,124004,327000899964.7705
31,128004,323145227487.4618
32,132004,317117591512.4505
33,136004,311957131065.0189
34,140004,308332727973.1122
35,144004,303759883043.54456
36,148004,301070697581.08765
37,152004,297912534345.92883
38,156004,295634594013.6545
39,160004,291626676573.62024
40,164004,284396372945.68463
41,168004,283517447110.7438
42,172004,279717406268.7149
43,176004,274928758938.70575
44,180004,271886752452.6621
45,184004,268650070876.82455
46,188004,262716067709.3259
47,192004,259070648427.06143
48,196004,256308459800.73398
49,200004,252720513443.38483
50,204004,250953210201.97357
51,208004,248202278263.96112
52,212004,245068750193.50995
53,216004,241113404457.03015
54,220004,236754545991.211
55,224004,233356550778.98267
56,228004,232608083803.27502
57,232004,227095345647.90732
58,236004,223952312879.831
59,240004,221838134902.62735
60,244004,218425328994.5374
61,248004,217310704035.4213
62,252004,215118684813.00647
63,256004,213545549581.5231
64,260004,211669907792.40817
65,264004,209011058264.28693
66,268004,207149602783.32724
67,272004,204642625161.6331
68,276004,203331642835.53564
69,280004,201592626653.2618
70,284004,199595968130.6429
71,288004,199270179729.97278
72,292004,197661240367.32864
73,296004,194888027875.27472
74,300004,192272137128.56616
75,304004,191393996503.84683
76,308004,189198177925.14426
77,312004,188172614261.878
78,316004,185693463620.5504
79,320004,185542837695.70416
80,324004,183512214820.89905
81,328004,182059945829.0413
82,332004,181157021275.4774
83,336004,180044543376.1518
84,340004,178549049831.97873
85,344004,177758885290.55362
86,348004,175743994809.4021
87,352004,175092518978.70074
88,356004,173792834233.20853
89,360004,173546367549.60233
90,364004,172546880909.06104
91,368004,170244127387.83228
92,372004,169770391040.90497
93,376004,168861254333.85983
94,380004,168486079186.1317
95,384004,167327823298.74948
96,388004,166658513945.4977
97,392004,166079359262.3952
98,396004,165702267052.13867
99,400004,164940137876.60464
100,404004,163991513703.28726
101,408004,163443057989.73538
102,412004,161985204922.85364
103,416004,161025165307.02502
104,420004,160504350893.03662
105,424004,159924676606.40454
106,428004,159249133046.24973
107,432004,158812537777.0346
108,436004,157806363469.5752
109,440004,157134318106.91086
110,444004,156857321927.73517
111,448004,156390119079.26047
112,452004,155973911195.47534
113,456004,154735402378.87192
114,460004,153419373756.16455
115,464004,152766802929.44882
116,468004,152449495239.68005
117,472004,151591528758.87265
118,476004,151158551783.65756
119,480004,150264136003.6695
120,484004,149631385768.4308
