,0,1
0,2406,179573090724.0688
1,4806,53198542974.61629
2,7206,40588120900.866234
3,9606,24321416694.741318
4,12006,18802771444.953945
5,14406,13072644699.697107
6,16806,6124176708.937774
7,19206,5455483179.505255
8,21606,3933968799.1169424
9,24006,2958726728.370025
10,26406,2718239946.433281
11,28806,1934251272.2200243
12,31206,1694658650.904636
13,33606,1364725478.202481
14,36006,929439502.9727795
15,38406,711800864.4554293
16,40806,542462782.0126125
17,43206,446925974.8757199
18,45606,347839435.07795554
19,48006,278971300.32539046
20,50406,223726668.76884562
21,52806,219497044.24530822
22,58806,167831588.76715568
23,64806,127574314.46339874
24,70806,89285330.00229861
25,76806,40884644.27275329
26,82806,36857580.94753314
27,88806,23561034.231007613
28,94806,17958333.27824143
29,100806,15272181.345636958
30,106806,10789342.233605184
31,112806,8490366.708820969
32,118806,6985302.87912678
33,121206,6092280.959915195
34,123606,4805908.560080913
35,126006,4443318.269953511
36,128406,3813118.6253697295
37,130806,3660179.21871102
38,133206,3112317.7173657147
39,135606,2641139.7211122173
40,138006,2433558.757331199
41,140406,2295764.434032028
42,142806,1848184.2349092315
43,145206,1584088.3123472158
44,147606,1253494.8341042867
45,150006,930883.8397993438
46,152406,755835.406594476
47,154806,667230.2717365833
48,157206,606304.3127211554
49,159606,491406.9103472064
50,162006,462520.3329190568
51,164406,396226.1560860194
52,166806,379632.25222392107
53,169206,330179.045534469
54,171606,303273.8651856597
55,172806,258161.9196538944
56,174006,255019.07257796518
57,175206,216981.3124702528
58,176406,163071.4959881492
59,177606,157407.98355694194
60,178806,124974.73664934651
61,180006,118351.90650334957
62,181206,102011.72924034795
63,182406,92122.9495666541
64,183606,84987.20670935993
65,184806,83783.58107511741
66,206838,3548.6696251246995
67,212838,2596.2165834822317
68,218838,2283.032916748817
69,224838,1645.5766297331627
70,230838,1201.849248491008
71,236838,1175.283817878015
72,242838,928.6562947001318
73,248838,815.8500733041391
74,254838,729.7927801840215
75,260838,576.8682507823411
76,266838,575.36857758592
77,289158,102.07269161374366
78,295158,93.85979325725386
79,301158,91.95607757866715
80,307158,83.61675087313948
81,313158,83.51473862230567
82,319158,76.66911456221227
83,325158,72.17729849878883
84,331158,71.91180125143741
85,337158,65.41471284132051
86,343158,64.48268838317227
87,349158,62.10140634728043
88,385302,43.88207635136068
89,391302,43.75243345156957
90,397302,43.70334557082302
91,403302,43.506133691166795
92,409302,43.423911083855536
93,415302,43.36722846876866
94,421302,43.31989611939432
95,427302,43.232286609851165
96,433302,43.185268810016225
97,439302,43.14678468569928
98,445302,43.11777718270547
99,456966,43.04526605307
100,462966,43.04300416572373
101,468966,43.04297816722664
102,474966,43.03972597838613
103,480966,43.029086980721
