,0,1
0,246,393967461137.751
1,2406,21879919535.12865
2,3606,15709439405.07018
3,4806,13250709789.137518
4,6006,12773312962.373049
5,7206,5565397759.3369465
6,8406,5355746604.049147
7,9606,3842863020.2014456
8,10806,2982697166.339598
9,12006,2749150424.6907268
10,13206,1958717327.1819456
11,14406,1953167153.8560352
12,16806,1412623741.6569161
13,19206,1012913664.9851716
14,21606,756759253.4805299
15,24006,747301163.083286
16,26406,517068957.84828675
17,28806,363189759.3380417
18,33606,280475828.72884226
19,36006,222043681.69526505
20,38406,221050089.98276952
21,40806,171334310.9076709
22,47286,46653124.9605675
23,53286,41972900.25132818
24,59286,32360867.640032023
25,65286,18746717.53382996
26,71286,16436155.334546229
27,77286,12496015.596504504
28,83286,10818056.026846243
29,89286,7386374.877932419
30,95286,7008154.999986901
31,101286,5301052.995770904
32,107286,3879099.851698779
33,113286,3061115.4769036737
34,119286,2790518.7274752045
35,125286,1941953.0932713773
36,131286,1913401.1979559304
37,137286,1548711.9839416882
38,143286,877631.3929062557
39,149286,669437.2012517911
40,155286,518768.5806466063
41,161286,503391.6750119646
42,167286,409551.096721483
43,173286,353453.19293176587
44,179286,288761.21808957664
45,185286,217403.57697941753
46,191286,210689.65049139885
47,197286,128481.46924723519
48,203286,102250.09809094953
49,209286,98248.50228497964
50,215286,81662.07983010453
51,221286,56578.22890850731
52,227286,54518.61687894293
53,233286,41874.28697342259
54,239286,32330.39906388556
55,246246,14470.78833705463
56,252246,13753.181299011889
57,258246,10829.629523664646
58,264246,7614.907243022341
59,270246,5748.603872507671
60,276246,5613.883639178389
61,282246,4498.418029470397
62,288246,3718.8461582742066
63,294246,2547.124026104045
64,300246,2249.9783194816337
65,306246,1888.8889552046496
66,309846,1200.4325335283952
67,311046,993.8557798616389
68,312246,951.5965727745079
69,313446,898.8126315386476
70,314646,813.4431840584397
71,315846,775.1186481532299
72,318246,633.1901532967781
73,319446,622.0659174319305
74,323478,270.4924095909368
75,325878,236.87304547951373
76,328278,236.61193615321736
77,333078,153.47326337029676
78,335478,140.55336519392185
79,337878,137.49908622797153
80,340278,124.25193643604688
81,342678,112.68278151862764
82,345078,106.96672475519351
83,354870,80.06112476784503
84,359670,74.18620750663096
85,362070,73.60236647399361
86,364470,72.1367889402565
87,366870,68.56830169736217
88,369270,66.59163606836826
89,371670,65.02915295349882
90,374070,64.0702517637343
91,376470,61.90199610505071
92,378870,61.62867937154349
93,385830,50.61675118425096
94,391830,50.199991320036794
95,397830,48.91295004546803
96,403830,48.73169296136794
97,409830,48.220280856601406
98,415830,47.55105477851543
99,421830,47.49537327561057
100,427830,47.215867295311305
101,433830,47.16229289725778
102,439830,46.26251609741563
103,445830,45.46809798498923
104,449430,45.37334049754786
105,450630,45.30438746570521
106,451830,45.21622793119724
107,453030,45.20492733707531
108,454230,44.990596233306725
109,455430,44.84528941392169
110,456630,44.771710134174874
111,459030,44.709251769929686
112,461430,44.708959325753945
113,462630,44.66027417715092
114,463830,44.653421518926955
115,465030,44.03511858083
116,466230,43.95607346903324
117,467430,43.95423110745356
118,468630,43.901918668058634
119,469830,43.88232924533758
120,471030,43.76009339936367
121,472230,43.75991125790453
122,478230,43.51279037784956
