120000, 2, 1.251696e+03
120000, 2, 1.072490e+03
120000, 2, 1.118436e+03
120000, 2, 1.008994e+03
120000, 2, 9.921255e+02
120000, 2, 8.586664e+02
120000, 2, 8.540092e+02
120000, 2, 8.750079e+02
120000, 2, 8.461604e+02
120000, 2, 7.511361e+02
120000, 2, 9.848584e+02
120000, 2, 1.033969e+03
120000, 2, 1.019414e+03
120000, 2, 8.760540e+02
120000, 2, 8.008841e+02
120000, 2, 8.097621e+02
120000, 2, 7.157765e+02
120000, 2, 7.165584e+02
120000, 2, 6.840210e+02
120000, 2, 6.773512e+02
500000, 2, 4.816528e+01
500000, 2, 4.838804e+01
500000, 2, 4.735603e+01
500000, 2, 4.626389e+01
500000, 2, 4.455110e+01
500000, 2, 4.455309e+01
500000, 2, 4.233853e+01
500000, 2, 4.215059e+01
500000, 2, 4.001086e+01
500000, 2, 4.373995e+01
120000, 2, 2.489804e+03
120000, 2, 1.576443e+03
120000, 2, 1.376446e+03
120000, 2, 1.476878e+03
120000, 2, 1.386055e+03
120000, 2, 1.247481e+03
120000, 2, 1.214958e+03
120000, 2, 1.195259e+03
120000, 2, 8.619306e+02
120000, 2, 8.482926e+02
500000, 2, 1.366023e+02
500000, 2, 9.806479e+01
500000, 2, 9.044858e+01
500000, 2, 8.663574e+01
500000, 2, 8.106985e+01
500000, 2, 7.298904e+01
500000, 2, 6.750870e+01
500000, 2, 6.221619e+01
500000, 2, 6.171540e+01
500000, 2, 6.118848e+01
120000, 2, 1.669565e+03
120000, 2, 1.607876e+03
120000, 2, 1.493883e+03
120000, 2, 1.579769e+03
120000, 2, 1.426840e+03
120000, 2, 1.488120e+03
120000, 2, 1.326072e+03
120000, 2, 1.207995e+03
120000, 2, 1.133077e+03
120000, 2, 8.926200e+02
500000, 2, 1.099472e+02
500000, 2, 1.096832e+02
500000, 2, 1.093991e+02
500000, 2, 1.086721e+02
500000, 2, 1.026421e+02
500000, 2, 9.142742e+01
500000, 2, 8.467992e+01
500000, 2, 8.187099e+01
500000, 2, 8.040459e+01
500000, 2, 8.211622e+01
120000, 2, 1.725933e+03
120000, 2, 9.233114e+02
120000, 2, 8.360167e+02
120000, 2, 8.202031e+02
120000, 2, 7.962880e+02
120000, 2, 7.982526e+02
120000, 2, 7.942409e+02
120000, 2, 7.477834e+02
120000, 2, 7.303849e+02
120000, 2, 6.597640e+02
120000, 2, 8.362350e+02
120000, 2, 7.978789e+02
120000, 2, 8.115174e+02
120000, 2, 7.738589e+02
120000, 2, 6.734087e+02
120000, 2, 6.027031e+02
120000, 2, 5.565138e+02
120000, 2, 5.591814e+02
120000, 2, 5.415691e+02
120000, 2, 3.638475e+02
