120000, 4, 5.639675e+11
120000, 4, 5.607705e+11
120000, 4, 5.555120e+11
120000, 4, 5.416025e+11
120000, 4, 4.576406e+11
120000, 4, 4.592766e+11
120000, 4, 3.475951e+11
120000, 4, 3.455841e+11
120000, 4, 3.451477e+11
120000, 4, 3.239967e+11
500000, 4, 2.029522e+11
500000, 4, 2.016687e+11
500000, 4, 2.006623e+11
500000, 4, 1.975968e+11
500000, 4, 1.424001e+11
500000, 4, 1.423688e+11
500000, 4, 1.094057e+11
500000, 4, 1.091079e+11
500000, 4, 1.089132e+11
500000, 4, 1.077836e+11
120000, 4, 1.070798e+12
120000, 4, 1.044550e+12
120000, 4, 9.949539e+11
120000, 4, 9.707189e+11
120000, 4, 9.702207e+11
120000, 4, 9.658556e+11
120000, 4, 9.303995e+11
120000, 4, 9.043518e+11
120000, 4, 8.378864e+11
120000, 4, 8.347772e+11
120000, 4, 6.201933e+11
120000, 4, 6.189792e+11
120000, 4, 5.892958e+11
120000, 4, 5.882769e+11
120000, 4, 5.731131e+11
120000, 4, 5.605001e+11
120000, 4, 5.415163e+11
120000, 4, 5.274789e+11
120000, 4, 5.155696e+11
120000, 4, 5.140254e+11
120000, 4, 3.927906e+11
120000, 4, 3.955398e+11
120000, 4, 3.782277e+11
120000, 4, 3.600445e+11
120000, 4, 3.544608e+11
120000, 4, 2.541135e+11
120000, 4, 2.510628e+11
120000, 4, 2.507407e+11
120000, 4, 2.350595e+11
120000, 4, 2.309206e+11
120000, 4, 2.031417e+11
120000, 4, 1.913954e+11
120000, 4, 1.907953e+11
120000, 4, 1.868487e+11
120000, 4, 1.802953e+11
120000, 4, 1.808511e+11
120000, 4, 1.786814e+11
120000, 4, 1.784558e+11
120000, 4, 1.767929e+11
120000, 4, 1.759585e+11
120000, 4, 3.336236e+11
120000, 4, 3.342440e+11
120000, 4, 3.269409e+11
120000, 4, 3.129296e+11
120000, 4, 2.982227e+11
120000, 4, 2.964155e+11
120000, 4, 2.458124e+11
120000, 4, 2.446248e+11
120000, 4, 2.376352e+11
120000, 4, 2.362891e+11
120000, 4, 2.340156e+11
120000, 4, 2.343401e+11
120000, 4, 1.986135e+11
120000, 4, 1.936576e+11
120000, 4, 1.886932e+11
120000, 4, 1.866582e+11
120000, 4, 1.866466e+11
120000, 4, 1.856940e+11
120000, 4, 1.826183e+11
120000, 4, 1.825686e+11
120000, 4, 1.417100e+12
120000, 4, 1.394861e+12
120000, 4, 1.363537e+12
120000, 4, 1.318242e+12
120000, 4, 1.313007e+12
120000, 4, 1.302390e+12
120000, 4, 1.089299e+12
120000, 4, 1.027125e+12
120000, 4, 7.453413e+11
120000, 4, 6.440881e+11
120000, 4, 9.131346e+11
120000, 4, 8.070721e+11
120000, 4, 7.845403e+11
120000, 4, 5.838740e+11
120000, 4, 3.344146e+11
120000, 4, 3.301187e+11
120000, 4, 3.254253e+11
120000, 4, 3.033005e+11
120000, 4, 2.496567e+11
120000, 4, 1.956750e+11
120000, 4, 3.482504e+11
120000, 4, 3.363254e+11
120000, 4, 3.045427e+11
120000, 4, 2.863028e+11
120000, 4, 2.676583e+11
120000, 4, 2.493897e+11
120000, 4, 2.439269e+11
120000, 4, 2.420305e+11
120000, 4, 2.390071e+11
120000, 4, 2.369849e+11
120000, 4, 7.545391e+11
120000, 4, 7.986738e+11
120000, 4, 6.341964e+11
120000, 4, 6.229027e+11
120000, 4, 5.648293e+11
120000, 4, 5.616316e+11
120000, 4, 5.584350e+11
120000, 4, 4.866289e+11
120000, 4, 4.790223e+11
120000, 4, 4.538293e+11
120000, 4, 4.168510e+11
120000, 4, 4.051949e+11
120000, 4, 3.937823e+11
120000, 4, 3.860516e+11
120000, 4, 3.851270e+11
120000, 4, 3.672438e+11
120000, 4, 3.617794e+11
120000, 4, 3.609800e+11
120000, 4, 3.536948e+11
120000, 4, 3.535527e+11
120000, 4, 2.877677e+11
120000, 4, 2.709462e+11
120000, 4, 2.550033e+11
120000, 4, 2.527154e+11
120000, 4, 2.468288e+11
120000, 4, 2.447829e+11
120000, 4, 2.270484e+11
120000, 4, 2.255367e+11
120000, 4, 2.094704e+11
120000, 4, 1.934071e+11
